cycle_id,ts,source,code,name,rank,prev_rank,delta,is_new,warmup,price,change_rate,acml_vol,amount
14917693,2026-09-23T09:27:39,kospi_updown,044450,KSS해운,1,absent,,1,0,11690,+16.20%,361427,4225081630
14917693,2026-09-23T09:27:39,kospi_updown,009580,무림P&P,2,5,3,0,0,2020,+11.29%,3408166,6884495320
14917693,2026-09-23T09:27:39,kospi_updown,229640,LS에코에너지,3,absent,,1,0,64800,+8.91%,124858,8090798400
14917693,2026-09-23T09:27:39,kospi_updown,361610,SK아이이테크놀로지,4,absent,,1,0,17350,+7.30%,193537,3357866950
14917693,2026-09-23T09:27:39,kospi_updown,010060,OCI홀딩스,5,absent,,1,0,201500,+7.18%,133890,26978835000
14917693,2026-09-23T09:27:39,kospi_updown,002360,SH에너지화학,6,3,-3,0,0,2270,+7.08%,113564,257790280
14917693,2026-09-23T09:27:39,kospi_updown,011155,CJ씨푸드1우,7,absent,,1,0,6300,+6.96%,20,126000
14917693,2026-09-23T09:27:39,kospi_updown,024900,디와이덕양,8,absent,,1,0,2245,+6.40%,136744,306990280
14917693,2026-09-23T09:27:39,kospi_updown,281820,케이씨텍,9,absent,,1,0,85700,+6.33%,50529,4330335300
14917693,2026-09-23T09:27:39,kospi_updown,011930,신성이엔지,10,absent,,1,0,17560,+6.04%,104488,1834809280
14917693,2026-09-23T09:27:39,kospi_updown,096770,SK이노베이션,11,absent,,1,0,149300,+5.89%,256120,38238716000
14917693,2026-09-23T09:27:39,kospi_updown,009830,한화솔루션,12,absent,,1,0,29000,+5.65%,1080430,31332470000
14917693,2026-09-23T09:27:39,kospi_updown,103590,일진전기,13,30,17,0,0,80800,+5.62%,148042,11961793600
14917693,2026-09-23T09:27:39,kospi_updown,009835,한화솔루션우,14,absent,,1,0,17030,+5.25%,2129,36256870
14917693,2026-09-23T09:27:39,kospi_updown,093370,후성,15,absent,,1,0,14290,+5.07%,3961136,56604633440
14917693,2026-09-23T09:27:39,kospi_updown,092220,KEC,16,absent,,1,0,3140,+4.84%,256813,806392820
14917693,2026-09-23T09:27:39,kospi_updown,007660,이수페타시스,17,absent,,1,0,118300,+4.78%,177029,20942530700
14917693,2026-09-23T09:27:39,kospi_updown,096775,SK이노베이션우,18,absent,,1,0,71400,+4.39%,2002,142942800
14917693,2026-09-23T09:27:39,kospi_updown,005070,코스모신소재,19,absent,,1,0,41800,+4.37%,19296,806572800
14917693,2026-09-23T09:27:39,kospi_updown,322000,HD현대에너지솔루션,20,absent,,1,0,121900,+4.37%,138420,16873398000
14917693,2026-09-23T09:27:39,kospi_updown,138930,BNK금융지주,21,absent,,1,0,16280,+4.16%,417221,6792357880
14917693,2026-09-23T09:27:39,kospi_updown,008930,한미사이언스,22,absent,,1,0,52800,+4.14%,30482,1609449600
14917693,2026-09-23T09:27:39,kospi_updown,025560,미래산업,23,absent,,1,0,6580,+4.11%,87875,578217500
14917693,2026-09-23T09:27:39,kospi_updown,456040,OCI,24,absent,,1,0,76500,+4.08%,7289,557608500
14917693,2026-09-23T09:27:39,kospi_updown,003160,디아이,25,absent,,1,0,36200,+4.02%,196413,7110150600
14917693,2026-09-23T09:27:39,kospi_updown,483650,달바글로벌,26,absent,,1,0,186300,+3.96%,32967,6141752100
14917693,2026-09-23T09:27:39,kospi_updown,128940,한미약품,27,absent,,1,0,521000,+3.78%,23906,12455026000
14917693,2026-09-23T09:27:39,kospi_updown,006740,블루산업개발,28,absent,,1,0,4980,+3.75%,445,2216100
14917693,2026-09-23T09:27:39,kospi_updown,001340,PKC,29,absent,,1,0,5020,+3.72%,110436,554388720
14917693,2026-09-23T09:27:39,kospi_updown,000155,두산우,30,absent,,1,0,497500,+3.65%,1484,738290000
14917693,2026-09-23T09:27:39,kosdaq_updown,0010S0,와이즈플래닛컴퍼니,1,absent,,1,0,42750,+256.25%,4118210,176053477500
14917693,2026-09-23T09:27:39,kosdaq_updown,312610,에이에프더블류,2,absent,,1,0,145,+62.92%,321338,46594010
14917693,2026-09-23T09:27:39,kosdaq_updown,131100,티엔엔터테인먼트,3,absent,,1,0,3120,+30.00%,130249,406376880
14917693,2026-09-23T09:27:39,kosdaq_updown,027040,서울전자통신,4,absent,,1,0,2115,+24.12%,1177169,2489712435
14917693,2026-09-23T09:27:39,kosdaq_updown,394800,쓰리빌리언,5,absent,,1,0,5780,+22.85%,1032722,5969133160
14917693,2026-09-23T09:27:39,kosdaq_updown,393210,토마토시스템,6,1,-5,0,0,4035,+21.72%,5105273,20599776555
14917693,2026-09-23T09:27:39,kosdaq_updown,084180,수성웹툰,7,7,0,0,0,250,+19.05%,379903,94975750
14917693,2026-09-23T09:27:39,kosdaq_updown,356680,엑스게이트,8,absent,,1,0,19660,+18.86%,8419158,165520646280
14917693,2026-09-23T09:27:39,kosdaq_updown,159010,아스플로,9,absent,,1,0,28450,+17.32%,131823,3750364350
14917693,2026-09-23T09:27:39,kosdaq_updown,446540,메가터치,10,absent,,1,0,11050,+17.06%,895893,9899617650
14917693,2026-09-23T09:27:39,kosdaq_updown,092870,엑시콘,11,absent,,1,0,43650,+14.87%,416905,18197903250
14917693,2026-09-23T09:27:39,kosdaq_updown,065170,비엘팜텍,12,absent,,1,0,2565,+14.00%,880836,2259344340
